fixselect,tax_1,tax_2,tax_3,tax_4,tax_5,tax_6,tax_7,tax_8,tax_bar,names(parsr),nam_1,nam_2,nam_3,nam_4,nam_5,nam_6,nam_7,nam_8,tax_fill
EKE03912_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST,EKE03912,Unknown,Unknown,Unknown,Unknown,uncultured,BLAST,NA,uncultured,EKE03912.1 radical SAM family protein [uncultured bacterium],EKE03912.1,radical,SAM,family,protein,[uncultured,bacterium],NA,NA
OGI23177_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST,OGI23177,Unknown,Unknown,Unknown,Unknown,Candidatus,BLAST,NA,Candidatus,OGI23177.1 hypothetical protein A2255_03760 [Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9],OGI23177.1,hypothetical,protein,A2255_03760,[Candidatus,Melainabacteria,bacterium,RIFOXYA2_FULL_32_9],NA
KYK29435_Unknown_Unknown_Unknown_Unknown_Theionarchaea_BLAST,KYK29435,Unknown,Unknown,Unknown,Unknown,Theionarchaea,BLAST,NA,Theionarchaea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Theionarchaea
VVB77764_Unknown_Unknown_Unknown_Unknown_uncultured_BLAST,VVB77764,Unknown,Unknown,Unknown,Unknown,uncultured,BLAST,NA,uncultured,VVB77764.1 Coenzyme PQQ synthesis protein E [uncultured archaeon],VVB77764.1,Coenzyme,PQQ,synthesis,protein,E,[uncultured,archaeon],NA
OGY43284_Unknown_Unknown_Unknown_Unknown_Candidatus_BLAST,OGY43284,Unknown,Unknown,Unknown,Unknown,Candidatus,BLAST,NA,Candidatus,OGY43284.1 hypothetical protein A2820_01760 [Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_01_FULL_40_35],OGY43284.1,hypothetical,protein,A2820_01760,[Candidatus,Buchananbacteria,bacterium,RIFCSPHIGHO2_01_FULL_40_35],NA
RLB64444_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,RLB64444,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
OIP41846_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,OIP41846,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
PJB42162_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,PJB42162,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
PYQ26385_Unknown_Unknown_Unknown_Unknown_Acidobacteria_BLAST,PYQ26385,Unknown,Unknown,Unknown,Unknown,Acidobacteria,BLAST,NA,Acidobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acidobacteria
PYS94512_Unknown_Unknown_Unknown_Unknown_Acidobacteria_BLAST,PYS94512,Unknown,Unknown,Unknown,Unknown,Acidobacteria,BLAST,NA,Acidobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acidobacteria
043629091_Actinobacteria_Actinobacteria_Streptosporangiales_Streptosporangiaceae_Nonomuraea_BLAST,043629091,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
158989110_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_BLAST,158989110,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
189600804_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_BLAST,189600804,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
169090890_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,169090890,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_169090890.1 MULTISPECIES: hypothetical protein [unclassified Streptomyces],WP_169090890.1,MULTISPECIES:,hypothetical,protein,[unclassified,Streptomyces],NA,NA,NA
167744829_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_BLAST,167744829,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
087132074_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Caballeronia_BLAST,087132074,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
094564105_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Herbaspirillum_BLAST,094564105,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
TNV71278_Unknown_Unknown_Unknown_Unknown_Halteria_BLAST,TNV71278,Unknown,Unknown,Unknown,Unknown,Halteria,BLAST,NA,Halteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Halteria
050043969_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_BLAST,050043969,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
052832950_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_BLAST,052832950,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
020539729_Actinobacteria_Actinobacteria_Streptosporangiales_Streptosporangiaceae_Nonomuraea_BLAST,020539729,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
062765523_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Tistrella_BLAST,062765523,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
014744829_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Tistrella_PFAM,014744829,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,PFAM,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
089289554_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,089289554,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_089289554.1 MULTISPECIES: GDL motif peptide-associated radical SAM/SPASM maturase [unclassified Azospirillum],WP_089289554.1,MULTISPECIES:,GDL,motif,peptide-associated,radical,SAM/SPASM,maturase [unclassified Azospirillum],NA
173012739_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Niveispirillum_BLAST,173012739,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Niveispirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
158809836_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Beijerinckia_BLAST,158809836,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
110119779_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,110119779,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_110119779.1 MULTISPECIES: GDL motif peptide-associated radical SAM/SPASM maturase [unclassified Caulobacter],WP_110119779.1,MULTISPECIES:,GDL,motif,peptide-associated,radical,SAM/SPASM,maturase [unclassified Caulobacter],NA
116489530_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,116489530,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
109455006_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,109455006,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
KSB89825_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,KSB89825,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
082656635_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,082656635,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
116564713_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,116564713,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
101713016_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,101713016,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
165255149_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,165255149,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
056720094_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,056720094,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
EJL25068_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,EJL25068,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
035037713_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,035037713,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
082560751_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,082560751,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
KQY92833_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,KQY92833,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
082554833_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,082554833,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
KQY30376_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,KQY30376,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
051964459_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,051964459,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
051968917_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,051968917,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
145687669_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,145687669,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
KRA64156_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,KRA64156,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
163230555_Unknown_Unknown_Unknown_Unknown_Bacteria_BLAST,163230555,Unknown,Unknown,Unknown,Unknown,Bacteria,BLAST,NA,Bacteria,WP_163230555.1 GDL motif peptide-associated radical SAM/SPASM maturase [Caulobacter rhizosphaerae],WP_163230555.1,GDL,motif,peptide-associated,radical,SAM/SPASM,maturase,[Caulobacter rhizosphaerae],NA
082564449_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,082564449,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
KQZ32964_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacter_BLAST,KQZ32964,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
012977192_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,012977192,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
045586236_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,045586236,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
085085746_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,085085746,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
PWC57302_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,PWC57302,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
109075979_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,109075979,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_109075979.1 MULTISPECIES: GDL motif peptide-associated radical SAM/SPASM maturase [unclassified Azospirillum],WP_109075979.1,MULTISPECIES:,GDL,motif,peptide-associated,radical,SAM/SPASM,maturase [unclassified Azospirillum],NA
109151903_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,109151903,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
136703181_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,136703181,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
149199108_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,149199108,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
014249603_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_PFAM,014249603,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,PFAM,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
108549030_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,108549030,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
149273293_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_BLAST,149273293,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
145729398_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST,145729398,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
145748727_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST,145748727,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
088873151_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST,088873151,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
145615044_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST,145615044,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
145610182_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_BLAST,145610182,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
004273211_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Nitrospirillum_characterized,004273211,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,characterized,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
KYF90177_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST,KYF90177,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
KYF96555_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST,KYF96555,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
020737839_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST,020737839,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
KYG04170_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST,KYG04170,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
ADV84348_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Terriglobus_BLAST,ADV84348,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,BLAST,NA,Acidobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acidobacteria
144312478_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Terriglobus_BLAST,144312478,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,BLAST,NA,Acidobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acidobacteria
077300914_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Aquaspirillum_BLAST,077300914,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
076400480_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Insolitispirillum_BLAST,076400480,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Insolitispirillum,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
019104567_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,019104567,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
081574505_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,081574505,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
043631531_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,043631531,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
081555114_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,081555114,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
081547107_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,081547107,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
166451741_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,166451741,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
107798860_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,107798860,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
048414465_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_PFAM,048414465,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,PFAM,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
048410624_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Chromobacterium_BLAST,048410624,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
137940225_Proteobacteria_Betaproteobacteria_No_order_No_family_Chitinivorax_BLAST,137940225,Proteobacteria,Betaproteobacteria,No,order,No,family,Chitinivorax_BLAST,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
189534618_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Paludibacterium_BLAST,189534618,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Paludibacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
AFH75335_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,AFH75335,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
124346322_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,124346322,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
185701745_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_BLAST,185701745,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
