"","dendcut","dendcut10","dendcut11","dendcut12","dendcut13","dendcut14","dendcut15","dendcut16","dendcut17","dendcut18","dendcut19","dendcut20","dendcut21","dendcut22","dendcut23"
"WP_044621557_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_007278910_Lentisphaerae_Lentisphaeria_Lentisphaerales_Lentisphaeraceae_Lentisphaera_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_011152827_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_053410375_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_065298030_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013170681_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Arcanobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_004016129_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Mobiluncus_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_073708443_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_071163585_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_076060763_Actinobacteria_Actinobacteria_Propionibacteriales_Propionibacteriaceae_Tessaracoccus_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009386552_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_015939651_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Glaesserella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_066109493_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Gallibacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_046097969_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Avibacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_006815825_Proteobacteria_Gammaproteobacteria_Enterobacterales_Morganellaceae_Providencia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_010862499_Proteobacteria_Gammaproteobacteria_Enterobacterales_No_family_Plesiomonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_011263808_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Aliivibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_015464817_Proteobacteria_Gammaproteobacteria_Alteromonadales_Psychromonadaceae_Psychromonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_068333510_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_011220251_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_044623174_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_035594708_Proteobacteria_Gammaproteobacteria_Enterobacterales_Hafniaceae_Edwardsiella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_038251211_Proteobacteria_Gammaproteobacteria_Enterobacterales_Yersiniaceae_Yersinia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"NP_460253_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_034617332_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Chelonobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_067660120_Proteobacteria_Gammaproteobacteria_Alteromonadales_Ferrimonadaceae_Ferrimonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_034878540_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Endozoicomonadaceae_Endozoicomonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_001189517_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_000683384_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009113629_Proteobacteria_Gammaproteobacteria_Enterobacterales_Pectobacteriaceae_Brenneria_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_024559399_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Franconibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_045289133_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Pluralibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_029991092_Proteobacteria_Gammaproteobacteria_Enterobacterales_Erwiniaceae_Tatumella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"NP_462851_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_044620626_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"NP_459041_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_048888433_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Franconibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_002434299_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Atlantibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_044621173_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_044623639_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_010262082_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_038654054_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Mucinivorans_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_027291278_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_036873224_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_036879058_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_044190662_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_070467512_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_006843361_Bacteroidetes_Bacteroidia_Bacteroidales_Dysgonamonadaceae_Dysgonomonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_006281677_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_004350830_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_008124860_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_007575349_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009163437_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_036893431_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_004380173_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009231210_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_008564376_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013263972_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_021589203_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_062176451_Bacteroidetes_Bacteroidia_Bacteroidales_Dysgonamonadaceae_Dysgonomonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_066182124_Bacteroidetes_Bacteroidia_Bacteroidales_NA_Bacteroidales_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_066241565_Bacteroidetes_Bacteroidales_FCB_group_NA_Bacteroidales_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_045090057_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Fermentimonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_068183999_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Macellibacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_011966246_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_028729461_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_008157651_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_073399056_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_025277267_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_068959743_Bacteroidetes_Bacteroidia_Bacteroidales_Muribaculaceae_Muribaculum_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_005941469_Bacteroidetes_Bacteroidia_Bacteroidales_NA_Bacteroidales_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_006745530_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_008766211_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_025074644_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_065538308_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_007759188_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_010993230_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_002561758_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_007664013_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_060385202_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_004292631_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009124014_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013548456_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_021584912_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_036898335_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009227567_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_036849018_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_015298334_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_068702422_Bacteroidetes_Bacteroidia_Bacteroidales_Paludibacteraceae_Paludibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_016196447_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Arcticibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013404684_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_077024324_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Fuerstia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_052881822_Kiritimatiellaeota_Kiritimatiellae_Kiritimatiellales_Kiritimatiellaceae_Kiritimatiella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_000940002_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_015966442_Proteobacteria_Proteobacteria_Enterobacteriaceae_NA_Enterobacteriaceae_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_052322193_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_067749332_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_071354960_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_046522615_Firmicutes_Bacillales_Bacillaceae_NA_Mesobacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_007087143_Firmicutes_Bacilli_Bacillales_Bacillaceae_Neobacillus_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_072285010_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013243809_Spirochaetes_Spirochaetia_Brachyspirales_Brachyspiraceae_Brachyspira_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_014428728_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rubrivivax_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_074287890_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_063497918_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_015435568_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Azoarcus_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_015477671_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_012098046_Proteobacteria_Deltaproteobacteria_Myxococcales_Anaeromyxobacteraceae_Anaeromyxobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_071279131_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_058927735_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009154712_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_051510428_Actinobacteria_Actinobacteria_Micrococcales_Intrasporangiaceae_Intrasporangium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_053238990_Proteobacteria_Deltaproteobacteria_Myxococcales_Sandaracinaceae_Sandaracinus_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_073592486_Cyanobacteria_No_class_Oscillatoriales_Oscillatoriaceae_Phormidium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_072718209_Cyanobacteria_No_class_Oscillatoriales_Microcoleaceae_Planktothrix_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_037151950_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_050740531_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Acetobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_012585040_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Thauera_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013720154_Euryarchaeota_Methanomicrobia_Methanotrichaceae_NA_Methanothrix_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_014260588_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfocurvibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_012036922_Euryarchaeota_Methanomicrobia_Methanocellales_Methanocellaceae_Methanocella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_011686558_Acidobacteria_Acidobacteria_Candidatus_Solibacter_NA_Solibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_048178448_Euryarchaeota_Methanosarcinales_Euryarchaeota_NA_Methanosarcina_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_011022607_Euryarchaeota_Methanosarcinaceae_Methanomicrobia_NA_Methanosarcina_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_048106482_Euryarchaeota_Euryarchaeota_Methanosarcinales_NA_Methanosarcina_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_007916595_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_073250662_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Shimia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_051424154_Proteobacteria_Alphaproteobacteria_Rhizobiales_Aurantimonadaceae_Martelella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_037145379_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_075148590_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Thauera_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_068772068_Verrucomicrobia_Opitutales_Opitutaceae_NA_Opitutaceae_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013041959_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_Coraliomargarita_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_075078518_Verrucomicrobia_Spartobacteria_No_order_No_family_Terrimicrobium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_068698262_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_068698237_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_012600744_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_068333697_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_005477554_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_011152013_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_075767939_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_044623422_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_053407079_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013364989_Firmicutes_Clostridia_Terrabacteria_group_NA_Clostridium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_036111971_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Mangrovibacter_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013202147_Proteobacteria_Gammaproteobacteria_Enterobacterales_Erwiniaceae_Erwinia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_034492684_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Buttiauxella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_002442737_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Shimwellia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_012323065_Proteobacteria_Gammaproteobacteria_Alteromonadales_Shewanellaceae_Shewanella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_017025744_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_047886657_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_011263718_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Aliivibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_065298748_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_053408293_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013342175_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013253253_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Sediminispirochaeta_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_013255595_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Sediminispirochaeta_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_062083303_Bacteroidetes_FCB_group_Bacteroidetes_NA_Bacteroidales_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_014790139_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Ornithobacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_015947745_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfatibacillum_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_006575297_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009215695_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_009252568_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Eisenbergiella_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
"WP_016290255_Unknown_Unknown_Unknown_Unknown_Bacteria_PFAM",3,4,5,5,5,5,5,5,6,6,6,7,7,7,7
